"E","Ssqrd","Sz","mx","my"
-1.465844676196296,30,-5.0,3,2
-0.38105061097109083,30,-5.0,3,2
-0.16731912522516737,30,-5.0,3,2
0.2007582072529129,30,-5.0,3,2
0.6299689184507479,30,-5.0,3,2
1.0000000000000024,30,-5.0,3,2
-1.1473266970180265,30,-5.0,3,3
-0.04650814739121348,30,-5.0,3,3
0.22853382554316692,30,-5.0,3,3
0.6381154612279377,30,-5.0,3,3
0.8299135133740081,30,-5.0,3,3
0.9385011493155904,30,-5.0,3,3
