"E","Sz","mx","my"
-8.195425665371477,-5.0,2,2
-7.845506871245309,-5.0,2,2
-7.531117630918185,-5.0,2,2
-7.425154852207301,-5.0,2,2
-7.306553322787341,-5.0,2,2
-8.758036126816997,-5.0,2,3
-7.8348896791711695,-5.0,2,3
-7.717881506495415,-5.0,2,3
-7.418734048078682,-5.0,2,3
-7.3069870207221586,-5.0,2,3
-7.1917869064143405,-5.0,2,3
-8.640742086658777,-5.0,3,0
-7.852802571727147,-5.0,3,0
-7.729891672263594,-5.0,3,0
-7.581558426996304,-5.0,3,0
-7.329321071394693,-5.0,3,0
-7.196952534956487,-5.0,3,0
-8.912145212517114,-5.0,3,1
-7.736754572580889,-5.0,3,1
-7.620745495779559,-5.0,3,1
-7.3964221651982776,-5.0,3,1
-7.229549062855165,-5.0,3,1
-7.204327056604806,-5.0,3,1
-10.578937441913023,-5.0,3,2
-8.220408617033453,-5.0,3,2
-7.7304613007852145,-5.0,3,2
-7.550170627304701,-5.0,3,2
-7.506614332201065,-5.0,3,2
-7.329013883364044,-5.0,3,2
-8.912145212517125,-5.0,3,3
-7.736754572580837,-5.0,3,3
-7.620745495779535,-5.0,3,3
-7.396422165198247,-5.0,3,3
-7.229549062857187,-5.0,3,3
-7.204327056696692,-5.0,3,3
-8.705662647481079,-5.0,4,0
-7.793750507329356,-5.0,4,0
-7.74478135958402,-5.0,4,0
-7.551955789987699,-5.0,4,0
-7.306953633125762,-5.0,4,0
-7.202808599038353,-5.0,4,0
-8.758036126816993,-5.0,4,1
-7.834889679171127,-5.0,4,1
-7.717881506495385,-5.0,4,1
-7.418734048078699,-5.0,4,1
-7.306987020722123,-5.0,4,1
-7.191786906485416,-5.0,4,1
-9.335817910545508,-5.0,4,2
-8.195425665371486,-5.0,4,2
-7.84550687124531,-5.0,4,2
-7.531117630918158,-5.0,4,2
-7.4251548522077195,-5.0,4,2
-7.306553325835569,-5.0,4,2
-8.758036126817,-5.0,4,3
-7.8348896791711615,-5.0,4,3
-7.717881506495418,-5.0,4,3
-7.418734048078703,-5.0,4,3
-7.3069870207210705,-5.0,4,3
-7.191786906480875,-5.0,4,3
-8.663032642208822,-5.0,5,0
-7.763132497489257,-5.0,5,0
-7.570141072418479,-5.0,5,0
-7.380178302239915,-5.0,5,0
-7.323708411723022,-5.0,5,0
-7.1166566060686,-5.0,5,0
-8.70414892008809,-5.0,5,1
-8.053599162817184,-5.0,5,1
-7.5702148036272305,-5.0,5,1
-7.449228483437842,-5.0,5,1
-7.276134942530023,-5.0,5,1
-7.128445111450686,-5.0,5,1
-8.790012138147864,-5.0,5,2
-8.313644424507848,-5.0,5,2
-7.894699381770695,-5.0,5,2
-7.590572927747187,-5.0,5,2
-7.342022670804428,-5.0,5,2
-7.338950749229764,-5.0,5,2
-8.704148920088086,-5.0,5,3
-8.053599162817164,-5.0,5,3
-7.570214803627258,-5.0,5,3
-7.449228483437842,-5.0,5,3
-7.27613494253004,-5.0,5,3
-7.128445111351631,-5.0,5,3
-8.274285678124132,-6.0,0,0
-6.309254746245932,-6.0,0,0
-5.9567312398120755,-6.0,0,0
-5.620243881700534,-6.0,0,0
-5.441925046376934,-6.0,0,0
-5.236899998125457,-6.0,0,0
-6.6961323888415505,-6.0,0,1
-5.583867484514891,-6.0,0,1
-5.384575928974465,-6.0,0,1
-5.14265921474565,-6.0,0,1
-5.07864041713394,-6.0,0,1
-5.057360864155006,-6.0,0,1
-6.438802340227436,-6.0,0,2
-5.747713280252714,-6.0,0,2
-5.416142044788666,-6.0,0,2
-5.383813266828087,-6.0,0,2
-5.117093592029619,-6.0,0,2
-5.024331291549405,-6.0,0,2
-6.696132388841547,-6.0,0,3
-5.583867484514901,-6.0,0,3
-5.384575928974471,-6.0,0,3
-5.14265921474557,-6.0,0,3
-5.0786404177670965,-6.0,0,3
-5.057360864963873,-6.0,0,3
-7.079966206699878,-6.0,1,0
-5.845752237753578,-6.0,1,0
-5.392944537279505,-6.0,1,0
-5.334513415827603,-6.0,1,0
-5.1874178612794095,-6.0,1,0
-5.0514361068966265,-6.0,1,0
-6.5479754740399825,-6.0,1,1
-5.584700612481276,-6.0,1,1
-5.432267459356529,-6.0,1,1
-5.255785770145193,-6.0,1,1
-5.120701565763765,-6.0,1,1
-5.048321647552936,-6.0,1,1
-6.44352711220225,-6.0,1,2
-5.683111072787832,-6.0,1,2
-5.2744244095422514,-6.0,1,2
-5.158895217180567,-6.0,1,2
-5.089466656732392,-6.0,1,2
-5.00560497001345,-6.0,1,2
-6.547975474040009,-6.0,1,3
-5.5847006124812815,-6.0,1,3
-5.432267459356513,-6.0,1,3
-5.2557857701451764,-6.0,1,3
-5.1207015657638175,-6.0,1,3
-5.048321647470943,-6.0,1,3
-6.577191167409378,-6.0,2,0
-6.131675457127443,-6.0,2,0
-5.746245784378308,-6.0,2,0
-5.339351297157471,-6.0,2,0
-5.229850150979603,-6.0,2,0
-5.141453355545214,-6.0,2,0
-6.454374157675165,-6.0,2,1
-5.719286709079805,-6.0,2,1
-5.391322826843908,-6.0,2,1
-5.243465735052786,-6.0,2,1
-5.131554018726513,-6.0,2,1
-4.90300335087201,-6.0,2,1
-6.154506782212987,-6.0,2,2
-5.630584107291792,-6.0,2,2
-5.3930003119245375,-6.0,2,2
-5.232256971276603,-6.0,2,2
-5.054800419596737,-6.0,2,2
-4.934854916656785,-6.0,2,2
-6.454374157675167,-6.0,2,3
-5.719286709079818,-6.0,2,3
-5.391322826843889,-6.0,2,3
-5.243465735052789,-6.0,2,3
-5.131554018726526,-6.0,2,3
-4.903003350579608,-6.0,2,3
-6.501583653807954,-6.0,3,0
-6.191668840387386,-6.0,3,0
-5.541497318210529,-6.0,3,0
-5.378328178025456,-6.0,3,0
-5.184426444524821,-6.0,3,0
-5.0647841959945685,-6.0,3,0
-6.402323603449801,-6.0,3,1
-5.909597963782285,-6.0,3,1
-5.4290125300019305,-6.0,3,1
-5.082243002455782,-6.0,3,1
-4.951741750101442,-6.0,3,1
-4.892495113576668,-6.0,3,1
-5.620424355371554,-6.0,3,2
-5.5505777675047865,-6.0,3,2
-5.222742795281826,-6.0,3,2
-5.204847201034044,-6.0,3,2
-5.1640013462902665,-6.0,3,2
-5.158100945059499,-6.0,3,2
-6.402323603449834,-6.0,3,3
-5.909597963782277,-6.0,3,3
-5.42901253000193,-6.0,3,3
-5.082243002455787,-6.0,3,3
-4.951741750101448,-6.0,3,3
-4.892495113623121,-6.0,3,3
-6.577191167409379,-6.0,4,0
-6.131675457127448,-6.0,4,0
-5.746245784378322,-6.0,4,0
-5.339351297157489,-6.0,4,0
-5.229850150979772,-6.0,4,0
-5.141453355522431,-6.0,4,0
-6.454374157675177,-6.0,4,1
-5.719286709079799,-6.0,4,1
-5.391322826843897,-6.0,4,1
-5.243465735052798,-6.0,4,1
-5.131554018726508,-6.0,4,1
-4.903003350807698,-6.0,4,1
-6.154506782212961,-6.0,4,2
-5.630584107291815,-6.0,4,2
-5.393000311924506,-6.0,4,2
-5.232256971276612,-6.0,4,2
-5.054800419596733,-6.0,4,2
-4.9348549174216885,-6.0,4,2
-6.454374157675185,-6.0,4,3
-5.719286709079849,-6.0,4,3
-5.391322826843913,-6.0,4,3
-5.2434657350527925,-6.0,4,3
-5.131554018726504,-6.0,4,3
-4.903003350556398,-6.0,4,3
-7.0799662066999085,-6.0,5,0
-5.845752237753554,-6.0,5,0
-5.392944537279511,-6.0,5,0
-5.334513415827603,-6.0,5,0
-5.187417861288397,-6.0,5,0
-5.051436106264772,-6.0,5,0
-6.547975474039949,-6.0,5,1
-5.584700612481308,-6.0,5,1
-5.432267459356528,-6.0,5,1
-5.255785770145194,-6.0,5,1
-5.120701565763693,-6.0,5,1
-5.048321647562157,-6.0,5,1
-6.443527112202257,-6.0,5,2
-5.683111072787848,-6.0,5,2
-5.274424409542262,-6.0,5,2
-5.1588952171806906,-6.0,5,2
-5.089466656733075,-6.0,5,2
-5.00560497002089,-6.0,5,2
-6.547975474039972,-6.0,5,3
-5.584700612481274,-6.0,5,3
-5.43226745935656,-6.0,5,3
-5.255785770145057,-6.0,5,3
-5.120701565749341,-6.0,5,3
-5.0483216466483825,-6.0,5,3
-2.8556355028683704,-7.0,0,0
-2.756147130846451,-7.0,0,0
-2.7288924803212655,-7.0,0,0
-2.696867860883092,-7.0,0,0
-2.6421625929268346,-7.0,0,0
-2.382110881086504,-7.0,0,0
-3.613622323475391,-7.0,0,1
-3.468547410328444,-7.0,0,1
-2.849809281889972,-7.0,0,1
-2.5648545579180975,-7.0,0,1
-2.4875404892765913,-7.0,0,1
-2.461287373158894,-7.0,0,1
-3.9822025450128,-7.0,0,2
-3.5458534991294695,-7.0,0,2
-3.1609754554159584,-7.0,0,2
-2.877053530186679,-7.0,0,2
-2.871040762636303,-7.0,0,2
-2.444773167359892,-7.0,0,2
-3.613622323475391,-7.0,0,3
-3.4685474103284664,-7.0,0,3
-2.8498092818899607,-7.0,0,3
-2.5648545579181157,-7.0,0,3
-2.4875404892895054,-7.0,0,3
-2.4612873731758844,-7.0,0,3
-3.266310155252058,-7.0,1,0
-3.046687057857718,-7.0,1,0
-2.766055374802948,-7.0,1,0
-2.634755892621099,-7.0,1,0
-2.5112570047116174,-7.0,1,0
-2.3639548821226963,-7.0,1,0
-3.8551981564891693,-7.0,1,1
-3.1169029876162466,-7.0,1,1
-2.746783570877717,-7.0,1,1
-2.7009129194859502,-7.0,1,1
-2.607284197763243,-7.0,1,1
-2.4803401568304047,-7.0,1,1
-4.099603545787205,-7.0,1,2
-3.521730679055666,-7.0,1,2
-3.266705321428858,-7.0,1,2
-3.0479421596691663,-7.0,1,2
-2.581628688297593,-7.0,1,2
-2.5126509698453154,-7.0,1,2
-3.8551981564891684,-7.0,1,3
-3.116902987616273,-7.0,1,3
-2.7467835708777026,-7.0,1,3
-2.7009129194859725,-7.0,1,3
-2.607284197761703,-7.0,1,3
-2.48034015678254,-7.0,1,3
-3.772623718384056,-7.0,2,0
-3.20139342822842,-7.0,2,0
-2.7417248443660798,-7.0,2,0
-2.632309306945494,-7.0,2,0
-2.4309714857653484,-7.0,2,0
-2.3668883212617726,-7.0,2,0
-4.0051341240788565,-7.0,2,1
-3.1033159260644574,-7.0,2,1
-2.9702181092445663,-7.0,2,1
-2.740315124684525,-7.0,2,1
-2.5264579161929537,-7.0,2,1
-2.4604998399612086,-7.0,2,1
-4.541945098193174,-7.0,2,2
-3.592233749348005,-7.0,2,2
-3.149451892602344,-7.0,2,2
-2.9594947073272873,-7.0,2,2
-2.7174765969369834,-7.0,2,2
-2.5272030351537516,-7.0,2,2
-4.005134124078865,-7.0,2,3
-3.103315926064455,-7.0,2,3
-2.9702181092445636,-7.0,2,3
-2.740315124684532,-7.0,2,3
-2.5264579161884826,-7.0,2,3
-2.460499839859284,-7.0,2,3
-3.8648838004345945,-7.0,3,0
-3.254059639748856,-7.0,3,0
-2.8911863400369895,-7.0,3,0
-2.8136765484933832,-7.0,3,0
-2.599684610396099,-7.0,3,0
-2.4284590634163576,-7.0,3,0
-4.149397304178869,-7.0,3,1
-3.125648742895185,-7.0,3,1
-2.95762597228231,-7.0,3,1
-2.84077620686507,-7.0,3,1
-2.5714462068855735,-7.0,3,1
-2.425476001161772,-7.0,3,1
-5.620424355371574,-7.0,3,2
-3.538736178931478,-7.0,3,2
-3.0213917488188327,-7.0,3,2
-2.7287463930533313,-7.0,3,2
-2.6412511553903792,-7.0,3,2
-2.5832418967829813,-7.0,3,2
-4.149397304178884,-7.0,3,3
-3.1256487428951942,-7.0,3,3
-2.9576259722823264,-7.0,3,3
-2.8407762068650726,-7.0,3,3
-2.571446206885608,-7.0,3,3
-2.4254760011900935,-7.0,3,3
-3.772623718384057,-7.0,4,0
-3.201393428228421,-7.0,4,0
-2.741724844366079,-7.0,4,0
-2.632309306945484,-7.0,4,0
-2.4309714857654154,-7.0,4,0
-2.3668883213456113,-7.0,4,0
-4.005134124078879,-7.0,4,1
-3.103315926064456,-7.0,4,1
-2.970218109244564,-7.0,4,1
-2.740315124684519,-7.0,4,1
-2.5264579161907994,-7.0,4,1
-2.460499839828074,-7.0,4,1
-4.541945098193175,-7.0,4,2
-3.5922337493480043,-7.0,4,2
-3.1494518926023334,-7.0,4,2
-2.9594947073272992,-7.0,4,2
-2.7174765969369727,-7.0,4,2
-2.5272030351609183,-7.0,4,2
-4.005134124078869,-7.0,4,3
-3.1033159260644503,-7.0,4,3
-2.970218109244555,-7.0,4,3
-2.7403151246845243,-7.0,4,3
-2.5264579161922534,-7.0,4,3
-2.460499839925296,-7.0,4,3
-3.2663101552520453,-7.0,5,0
-3.0466870578577185,-7.0,5,0
-2.7660553748029684,-7.0,5,0
-2.634755892621102,-7.0,5,0
-2.511257004711617,-7.0,5,0
-2.3639548821943617,-7.0,5,0
-3.855198156489157,-7.0,5,1
-3.1169029876162346,-7.0,5,1
-2.7467835708776973,-7.0,5,1
-2.700912919485963,-7.0,5,1
-2.607284197763257,-7.0,5,1
-2.4803401567980887,-7.0,5,1
-4.099603545787189,-7.0,5,2
-3.521730679055663,-7.0,5,2
-3.2667053214288444,-7.0,5,2
-3.0479421596691507,-7.0,5,2
-2.5816286882976027,-7.0,5,2
-2.5126509698459785,-7.0,5,2
-3.8551981564891573,-7.0,5,3
-3.116902987616257,-7.0,5,3
-2.7467835708777057,-7.0,5,3
-2.7009129194859622,-7.0,5,3
-2.60728419775457,-7.0,5,3
-2.4803401568346333,-7.0,5,3
-2.6421625929268466,-8.0,0,0
-0.7795095218575364,-8.0,0,0
-0.44253447243734656,-8.0,0,0
0.013141158045658971,-8.0,0,0
0.06162748109708885,-8.0,0,0
0.17839463592826035,-8.0,0,0
-1.2932963345011401,-8.0,0,1
-0.34303331675415477,-8.0,0,1
-0.24261188140651455,-8.0,0,1
0.09903558168169135,-8.0,0,1
0.21293143573351173,-8.0,0,1
0.5449471845595804,-8.0,0,1
-0.9270807196819302,-8.0,0,2
-0.4691012595923513,-8.0,0,2
0.03298733301021413,-8.0,0,2
0.049485392559612235,-8.0,0,2
0.23835902559241579,-8.0,0,2
0.24910857367110742,-8.0,0,2
-1.2932963345011386,-8.0,0,3
-0.3430333167541523,-8.0,0,3
-0.24261188140651344,-8.0,0,3
0.0990355816816903,-8.0,0,3
0.21293143573350998,-8.0,0,3
0.544947184553734,-8.0,0,3
-1.6719868877237203,-8.0,1,0
-0.5253770452633995,-8.0,1,0
0.032990364962151075,-8.0,1,0
0.03594540334758702,-8.0,1,0
0.16592973735979266,-8.0,1,0
0.3545186018170857,-8.0,1,0
-1.15707902020399,-8.0,1,1
-0.29637617159519297,-8.0,1,1
-0.20940883161725363,-8.0,1,1
0.08762877444701755,-8.0,1,1
0.4064129635938456,-8.0,1,1
0.4969624052256581,-8.0,1,1
-0.7226734612367587,-8.0,1,2
-0.3459198452633033,-8.0,1,2
0.06570530298377802,-8.0,1,2
0.16663429401856072,-8.0,1,2
0.5680408713885161,-8.0,1,2
0.5765560093690945,-8.0,1,2
-1.1570790202039931,-8.0,1,3
-0.29637617159519397,-8.0,1,3
-0.20940883161725396,-8.0,1,3
0.08762877444701574,-8.0,1,3
0.4064129635938474,-8.0,1,3
0.4969624052252338,-8.0,1,3
-1.2616188019060763,-8.0,2,0
-1.0167729735101336,-8.0,2,0
-0.4612741490273115,-8.0,2,0
-0.3865854896892652,-8.0,2,0
0.18601721865817233,-8.0,2,0
0.2600506990502125,-8.0,2,0
-0.9249882480808741,-8.0,2,1
-0.17657529891391177,-8.0,2,1
0.09920491618412268,-8.0,2,1
0.18709477240189346,-8.0,2,1
0.2867231049443129,-8.0,2,1
0.5621613511210447,-8.0,2,1
-0.07665547110403505,-8.0,2,2
-0.05354504061732935,-8.0,2,2
0.10734233190618517,-8.0,2,2
0.3041777947142596,-8.0,2,2
0.4473992615728468,-8.0,2,2
0.5483378102974773,-8.0,2,2
-0.9249882480808767,-8.0,2,3
-0.1765752989139132,-8.0,2,3
0.09920491618412262,-8.0,2,3
0.18709477240189304,-8.0,2,3
0.28672310494431297,-8.0,2,3
0.5621613511193426,-8.0,2,3
-1.0510204809529924,-8.0,3,0
-0.8762558809309735,-8.0,3,0
-0.26046140759151476,-8.0,3,0
0.061500014975777575,-8.0,3,0
0.31910142511566447,-8.0,3,0
0.6555240004608971,-8.0,3,0
-0.45114643663142684,-8.0,3,1
-0.3531116970268691,-8.0,3,1
-0.18576507103190246,-8.0,3,1
0.2725271359256936,-8.0,3,1
0.4353614238068207,-8.0,3,1
0.48759324965487333,-8.0,3,1
0.07798960893136107,-8.0,3,2
0.11101372339760576,-8.0,3,2
0.3965304607363814,-8.0,3,2
0.42133985559263853,-8.0,3,2
0.6376659356738545,-8.0,3,2
0.6892808281011197,-8.0,3,2
-0.4511464366314252,-8.0,3,3
-0.3531116970268682,-8.0,3,3
-0.18576507103190099,-8.0,3,3
0.2725271359256934,-8.0,3,3
0.43536142380681864,-8.0,3,3
0.4875932496548734,-8.0,3,3
-1.2616188019060697,-8.0,4,0
-1.016772973510127,-8.0,4,0
-0.461274149027312,-8.0,4,0
-0.3865854896892656,-8.0,4,0
0.18601721865817167,-8.0,4,0
0.26005069905021533,-8.0,4,0
-0.9249882480808765,-8.0,4,1
-0.17657529891391324,-8.0,4,1
0.09920491618412332,-8.0,4,1
0.18709477240189465,-8.0,4,1
0.28672310494431164,-8.0,4,1
0.5621613511193725,-8.0,4,1
-0.07665547110403509,-8.0,4,2
-0.053545040617328434,-8.0,4,2
0.1073423319061858,-8.0,4,2
0.304177794714259,-8.0,4,2
0.4473992615728445,-8.0,4,2
0.5483378102974995,-8.0,4,2
-0.924988248080878,-8.0,4,3
-0.1765752989139139,-8.0,4,3
0.09920491618412312,-8.0,4,3
0.18709477240189476,-8.0,4,3
0.2867231049443136,-8.0,4,3
0.5621613511193381,-8.0,4,3
-1.6719868877237154,-8.0,5,0
-0.5253770452633959,-8.0,5,0
0.03299036496215147,-8.0,5,0
0.0359454033475877,-8.0,5,0
0.1659297373597925,-8.0,5,0
0.3545186018185736,-8.0,5,0
-1.1570790202039962,-8.0,5,1
-0.2963761715951949,-8.0,5,1
-0.2094088316172544,-8.0,5,1
0.08762877444701807,-8.0,5,1
0.4064129635938433,-8.0,5,1
0.4969624052253926,-8.0,5,1
-0.7226734612367536,-8.0,5,2
-0.3459198452633057,-8.0,5,2
0.0657053029837774,-8.0,5,2
0.16663429401856147,-8.0,5,2
0.5680408713887812,-8.0,5,2
0.5765560093690978,-8.0,5,2
-1.1570790202039969,-8.0,5,3
-0.29637617159519475,-8.0,5,3
-0.20940883161725318,-8.0,5,3
0.08762877444701711,-8.0,5,3
0.406412963593845,-8.0,5,3
0.4969624052253344,-8.0,5,3
